2022-10-11 02:32:01.245,35.54
2022-10-11 02:33:01.243,36.02
2022-10-11 02:34:01.242,36.02
2022-10-11 02:35:01.248,35.54
2022-10-11 02:36:01.241,36.02
2022-10-11 02:37:01.245,36.02
2022-10-11 02:38:01.244,36.02
2022-10-11 02:39:01.244,35.54
2022-10-11 02:40:01.247,36.51
2022-10-11 02:41:01.241,36.51
2022-10-11 02:42:01.247,36.02
2022-10-11 02:43:01.247,36.02
2022-10-11 02:44:01.245,36.51
2022-10-11 02:45:01.247,35.54
2022-10-11 02:46:01.238,36.02
2022-10-11 02:47:01.244,35.54
2022-10-11 02:48:01.243,36.51
2022-10-11 02:49:01.245,35.54
2022-10-11 02:50:01.241,36.51
2022-10-11 02:51:01.242,36.02
2022-10-11 02:52:01.242,36.51
2022-10-11 02:53:01.241,37.00
2022-10-11 02:54:01.244,36.51
2022-10-11 02:55:01.249,36.51
2022-10-11 02:56:01.242,36.02
2022-10-11 02:57:01.243,36.51
2022-10-11 02:58:01.246,35.54
2022-10-11 02:59:01.242,36.51
2022-10-11 03:00:01.247,36.02
2022-10-11 03:01:01.245,37.00
2022-10-11 03:02:01.251,35.05
2022-10-11 03:03:01.244,35.05
2022-10-11 03:04:01.249,36.02
2022-10-11 03:05:01.247,35.54
2022-10-11 03:06:01.238,36.51
2022-10-11 03:07:01.247,35.54
2022-10-11 03:08:01.249,36.02
2022-10-11 03:09:01.246,36.02
2022-10-11 03:10:01.246,36.02
2022-10-11 03:11:01.240,36.51
2022-10-11 03:12:01.238,36.51
2022-10-11 03:13:01.242,36.02
2022-10-11 03:14:01.246,36.02
2022-10-11 03:15:01.240,36.51
2022-10-11 03:16:01.239,35.54
2022-10-11 03:17:01.246,37.00
2022-10-11 03:18:01.244,36.02
2022-10-11 03:19:01.241,36.51
2022-10-11 03:20:01.242,36.02
2022-10-11 03:21:01.247,35.05
2022-10-11 03:22:01.241,35.05
2022-10-11 03:23:01.245,35.05
2022-10-11 03:24:01.239,36.51
2022-10-11 03:25:01.243,36.02
2022-10-11 03:26:01.241,35.54
2022-10-11 03:27:01.247,35.54
2022-10-11 03:28:01.247,35.54
2022-10-11 03:29:01.240,35.54
2022-10-11 03:30:01.241,36.02
2022-10-11 03:31:01.244,36.51
2022-10-11 03:32:01.247,35.54
2022-10-11 03:33:01.247,36.02
2022-10-11 03:34:01.246,36.51
2022-10-11 03:35:01.251,36.02
2022-10-11 03:36:01.248,35.54
2022-10-11 03:37:01.243,35.54
2022-10-11 03:38:01.243,35.54
2022-10-11 03:39:01.243,35.54
2022-10-11 03:40:01.237,36.02
2022-10-11 03:41:01.246,36.51
2022-10-11 03:42:01.247,36.51
2022-10-11 03:43:01.246,36.51
2022-10-11 03:44:01.241,36.51
2022-10-11 03:45:01.243,35.05
2022-10-11 03:46:01.246,36.51
2022-10-11 03:47:01.247,36.51
2022-10-11 03:48:01.238,36.02
2022-10-11 03:49:01.253,35.54
2022-10-11 03:50:01.243,36.51
2022-10-11 03:51:01.250,36.02
2022-10-11 03:52:01.241,35.54
2022-10-11 03:53:01.242,35.54
2022-10-11 03:54:01.244,36.51
2022-10-11 03:55:01.251,36.02
2022-10-11 03:56:01.250,36.51
2022-10-11 03:57:01.242,36.02
2022-10-11 03:58:01.246,35.54
2022-10-11 03:59:01.244,35.05
2022-10-11 04:00:01.243,35.54
2022-10-11 04:01:01.242,36.51
2022-10-11 04:02:01.245,37.00
2022-10-11 04:03:01.241,36.51
2022-10-11 04:04:01.246,36.51
2022-10-11 04:05:01.247,35.54
2022-10-11 04:06:01.243,36.02
2022-10-11 04:07:01.249,35.54
2022-10-11 04:08:01.242,35.54
2022-10-11 04:09:01.242,36.02
2022-10-11 04:10:01.246,37.00
2022-10-11 04:11:01.241,36.02
2022-10-11 04:12:01.245,36.02
2022-10-11 04:13:01.238,36.02
2022-10-11 04:14:01.243,35.05
2022-10-11 04:15:01.244,36.02
2022-10-11 04:16:01.250,35.54
2022-10-11 04:17:01.250,36.02
2022-10-11 04:18:01.240,36.02
2022-10-11 04:19:01.242,36.02
2022-10-11 04:20:01.239,35.54
2022-10-11 04:21:01.245,36.02
2022-10-11 04:22:01.247,36.51
2022-10-11 04:23:01.242,36.02
2022-10-11 04:24:01.246,35.54
2022-10-11 04:25:01.244,36.51
2022-10-11 04:26:01.249,35.05
2022-10-11 04:27:01.245,35.54
2022-10-11 04:28:01.243,35.54
2022-10-11 04:29:01.247,35.54
2022-10-11 04:30:01.248,35.05
2022-10-11 04:31:01.243,34.56
2022-10-11 04:32:01.237,36.51
2022-10-11 04:33:01.240,35.54
2022-10-11 04:34:01.245,36.02
2022-10-11 04:35:01.236,36.02
2022-10-11 04:36:01.237,35.54
2022-10-11 04:37:01.247,35.05
2022-10-11 04:38:01.246,36.02
2022-10-11 04:39:01.249,35.05
2022-10-11 04:40:01.251,35.05
2022-10-11 04:41:01.249,36.51
2022-10-11 04:42:01.246,35.54
2022-10-11 04:43:01.245,36.51
2022-10-11 04:44:01.240,36.02
2022-10-11 04:45:01.243,35.54
2022-10-11 04:46:01.243,36.02
2022-10-11 04:47:01.242,36.02
2022-10-11 04:48:01.244,36.02
2022-10-11 04:49:01.236,35.54
2022-10-11 04:50:01.243,36.02
2022-10-11 04:51:01.235,35.54
2022-10-11 04:52:01.245,36.02
2022-10-11 04:53:01.241,35.54
2022-10-11 04:54:01.243,36.02
2022-10-11 04:55:01.241,36.02
2022-10-11 04:56:01.248,35.54
2022-10-11 04:57:01.243,35.54
2022-10-11 04:58:01.245,36.02
2022-10-11 04:59:01.247,35.05
2022-10-11 05:00:01.237,36.02
2022-10-11 05:01:01.241,36.02
2022-10-11 05:02:01.244,36.02
2022-10-11 05:03:01.240,35.54
2022-10-11 05:04:01.238,36.02
2022-10-11 05:05:01.236,35.54
2022-10-11 05:06:01.242,37.00
2022-10-11 05:07:01.242,36.51
2022-10-11 05:08:01.241,36.02
2022-10-11 05:09:01.242,36.51
2022-10-11 05:10:01.251,36.02
2022-10-11 05:11:01.249,36.51
2022-10-11 05:12:01.238,35.54
2022-10-11 05:13:01.243,36.02
2022-10-11 05:14:01.243,36.02
2022-10-11 05:15:01.240,35.54
2022-10-11 05:16:01.240,35.54
2022-10-11 05:17:01.246,35.54
2022-10-11 05:18:01.248,36.02
2022-10-11 05:19:01.240,36.51
2022-10-11 05:20:01.248,35.05
2022-10-11 05:21:01.246,37.00
2022-10-11 05:22:01.241,36.02
2022-10-11 05:23:01.244,36.02
2022-10-11 05:24:01.240,35.05
2022-10-11 05:25:01.241,36.02
2022-10-11 05:26:01.242,35.54
2022-10-11 05:27:01.246,35.05
2022-10-11 05:28:01.239,36.02
2022-10-11 05:29:01.244,37.00
2022-10-11 05:30:01.239,35.54
2022-10-11 05:31:01.245,36.02
2022-10-11 05:32:01.239,36.02
2022-10-11 05:33:01.239,35.54
2022-10-11 05:34:01.244,35.54
2022-10-11 05:35:01.237,36.02
2022-10-11 05:36:01.239,35.05
2022-10-11 05:37:01.244,36.02
2022-10-11 05:38:01.242,35.54
2022-10-11 05:39:01.241,35.54
2022-10-11 05:40:01.245,35.05
2022-10-11 05:41:01.238,36.02
2022-10-11 05:42:01.239,36.02
